id,path,action,label
18,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c02.avi,ApplyEyeMakeup,0
19,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c03.avi,ApplyEyeMakeup,0
20,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c04.avi,ApplyEyeMakeup,0
21,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c05.avi,ApplyEyeMakeup,0
22,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c01.avi,ApplyEyeMakeup,0
23,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c02.avi,ApplyEyeMakeup,0
24,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c03.avi,ApplyEyeMakeup,0
25,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c04.avi,ApplyEyeMakeup,0
26,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c05.avi,ApplyEyeMakeup,0
27,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c06.avi,ApplyEyeMakeup,0
28,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c01.avi,ApplyEyeMakeup,0
29,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c02.avi,ApplyEyeMakeup,0
30,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c03.avi,ApplyEyeMakeup,0
31,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c04.avi,ApplyEyeMakeup,0
32,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c05.avi,ApplyEyeMakeup,0
33,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c06.avi,ApplyEyeMakeup,0
34,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c01.avi,ApplyEyeMakeup,0
35,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c02.avi,ApplyEyeMakeup,0
36,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c03.avi,ApplyEyeMakeup,0
37,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c04.avi,ApplyEyeMakeup,0
38,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c05.avi,ApplyEyeMakeup,0
39,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c01.avi,ApplyEyeMakeup,0
40,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c02.avi,ApplyEyeMakeup,0
41,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c03.avi,ApplyEyeMakeup,0
42,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c04.avi,ApplyEyeMakeup,0
43,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c05.avi,ApplyEyeMakeup,0
44,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c06.avi,ApplyEyeMakeup,0
45,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c07.avi,ApplyEyeMakeup,0
46,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c01.avi,ApplyEyeMakeup,0
47,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c02.avi,ApplyEyeMakeup,0
48,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c03.avi,ApplyEyeMakeup,0
49,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c04.avi,ApplyEyeMakeup,0
50,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c05.avi,ApplyEyeMakeup,0
51,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c01.avi,ApplyEyeMakeup,0
52,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c02.avi,ApplyEyeMakeup,0
53,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c03.avi,ApplyEyeMakeup,0
54,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c04.avi,ApplyEyeMakeup,0
55,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c05.avi,ApplyEyeMakeup,0
56,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c01.avi,ApplyEyeMakeup,0
57,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c02.avi,ApplyEyeMakeup,0
58,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c03.avi,ApplyEyeMakeup,0
59,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c04.avi,ApplyEyeMakeup,0
60,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c05.avi,ApplyEyeMakeup,0
61,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c01.avi,ApplyEyeMakeup,0
62,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c02.avi,ApplyEyeMakeup,0
63,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c03.avi,ApplyEyeMakeup,0
64,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c04.avi,ApplyEyeMakeup,0
65,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c01.avi,ApplyEyeMakeup,0
66,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c02.avi,ApplyEyeMakeup,0
67,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c03.avi,ApplyEyeMakeup,0
68,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c04.avi,ApplyEyeMakeup,0
69,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c05.avi,ApplyEyeMakeup,0
70,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c06.avi,ApplyEyeMakeup,0
71,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c01.avi,ApplyEyeMakeup,0
72,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c02.avi,ApplyEyeMakeup,0
73,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c03.avi,ApplyEyeMakeup,0
74,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c04.avi,ApplyEyeMakeup,0
75,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c05.avi,ApplyEyeMakeup,0
76,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c01.avi,ApplyEyeMakeup,0
77,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c02.avi,ApplyEyeMakeup,0
78,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c03.avi,ApplyEyeMakeup,0
79,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c04.avi,ApplyEyeMakeup,0
80,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c05.avi,ApplyEyeMakeup,0
81,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c01.avi,ApplyEyeMakeup,0
82,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c02.avi,ApplyEyeMakeup,0
83,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c03.avi,ApplyEyeMakeup,0
84,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c04.avi,ApplyEyeMakeup,0
85,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c05.avi,ApplyEyeMakeup,0
86,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c06.avi,ApplyEyeMakeup,0
87,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c01.avi,ApplyEyeMakeup,0
88,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c02.avi,ApplyEyeMakeup,0
89,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c03.avi,ApplyEyeMakeup,0
90,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c04.avi,ApplyEyeMakeup,0
91,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c05.avi,ApplyEyeMakeup,0
92,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c06.avi,ApplyEyeMakeup,0
93,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c07.avi,ApplyEyeMakeup,0
94,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c01.avi,ApplyEyeMakeup,0
95,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c02.avi,ApplyEyeMakeup,0
96,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c03.avi,ApplyEyeMakeup,0
97,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c04.avi,ApplyEyeMakeup,0
98,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c05.avi,ApplyEyeMakeup,0
99,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c06.avi,ApplyEyeMakeup,0
100,data/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c07.avi,ApplyEyeMakeup,0
101,data/ucf101/ApplyLipstick/v_ApplyLipstick_g08_c01.avi,ApplyLipstick,1
102,data/ucf101/ApplyLipstick/v_ApplyLipstick_g08_c02.avi,ApplyLipstick,1
103,data/ucf101/ApplyLipstick/v_ApplyLipstick_g08_c03.avi,ApplyLipstick,1
104,data/ucf101/ApplyLipstick/v_ApplyLipstick_g08_c04.avi,ApplyLipstick,1
105,data/ucf101/ApplyLipstick/v_ApplyLipstick_g09_c01.avi,ApplyLipstick,1
106,data/ucf101/ApplyLipstick/v_ApplyLipstick_g09_c02.avi,ApplyLipstick,1
107,data/ucf101/ApplyLipstick/v_ApplyLipstick_g09_c03.avi,ApplyLipstick,1
108,data/ucf101/ApplyLipstick/v_ApplyLipstick_g09_c04.avi,ApplyLipstick,1
109,data/ucf101/ApplyLipstick/v_ApplyLipstick_g10_c01.avi,ApplyLipstick,1
110,data/ucf101/ApplyLipstick/v_ApplyLipstick_g10_c02.avi,ApplyLipstick,1
111,data/ucf101/ApplyLipstick/v_ApplyLipstick_g10_c03.avi,ApplyLipstick,1
112,data/ucf101/ApplyLipstick/v_ApplyLipstick_g10_c04.avi,ApplyLipstick,1
113,data/ucf101/ApplyLipstick/v_ApplyLipstick_g11_c01.avi,ApplyLipstick,1
114,data/ucf101/ApplyLipstick/v_ApplyLipstick_g11_c02.avi,ApplyLipstick,1
115,data/ucf101/ApplyLipstick/v_ApplyLipstick_g11_c03.avi,ApplyLipstick,1
116,data/ucf101/ApplyLipstick/v_ApplyLipstick_g11_c04.avi,ApplyLipstick,1
117,data/ucf101/ApplyLipstick/v_ApplyLipstick_g12_c01.avi,ApplyLipstick,1
118,data/ucf101/ApplyLipstick/v_ApplyLipstick_g12_c02.avi,ApplyLipstick,1
119,data/ucf101/ApplyLipstick/v_ApplyLipstick_g12_c03.avi,ApplyLipstick,1
120,data/ucf101/ApplyLipstick/v_ApplyLipstick_g12_c04.avi,ApplyLipstick,1
121,data/ucf101/ApplyLipstick/v_ApplyLipstick_g12_c05.avi,ApplyLipstick,1
122,data/ucf101/ApplyLipstick/v_ApplyLipstick_g13_c01.avi,ApplyLipstick,1
123,data/ucf101/ApplyLipstick/v_ApplyLipstick_g13_c02.avi,ApplyLipstick,1
124,data/ucf101/ApplyLipstick/v_ApplyLipstick_g13_c03.avi,ApplyLipstick,1
125,data/ucf101/ApplyLipstick/v_ApplyLipstick_g13_c04.avi,ApplyLipstick,1
126,data/ucf101/ApplyLipstick/v_ApplyLipstick_g14_c01.avi,ApplyLipstick,1
127,data/ucf101/ApplyLipstick/v_ApplyLipstick_g14_c02.avi,ApplyLipstick,1
128,data/ucf101/ApplyLipstick/v_ApplyLipstick_g14_c03.avi,ApplyLipstick,1
129,data/ucf101/ApplyLipstick/v_ApplyLipstick_g14_c04.avi,ApplyLipstick,1
130,data/ucf101/ApplyLipstick/v_ApplyLipstick_g15_c01.avi,ApplyLipstick,1
131,data/ucf101/ApplyLipstick/v_ApplyLipstick_g15_c02.avi,ApplyLipstick,1
132,data/ucf101/ApplyLipstick/v_ApplyLipstick_g15_c03.avi,ApplyLipstick,1
133,data/ucf101/ApplyLipstick/v_ApplyLipstick_g15_c04.avi,ApplyLipstick,1
134,data/ucf101/ApplyLipstick/v_ApplyLipstick_g15_c05.avi,ApplyLipstick,1
135,data/ucf101/ApplyLipstick/v_ApplyLipstick_g16_c01.avi,ApplyLipstick,1
136,data/ucf101/ApplyLipstick/v_ApplyLipstick_g16_c02.avi,ApplyLipstick,1
137,data/ucf101/ApplyLipstick/v_ApplyLipstick_g16_c03.avi,ApplyLipstick,1
138,data/ucf101/ApplyLipstick/v_ApplyLipstick_g16_c04.avi,ApplyLipstick,1
139,data/ucf101/ApplyLipstick/v_ApplyLipstick_g16_c05.avi,ApplyLipstick,1
140,data/ucf101/ApplyLipstick/v_ApplyLipstick_g17_c01.avi,ApplyLipstick,1
141,data/ucf101/ApplyLipstick/v_ApplyLipstick_g17_c02.avi,ApplyLipstick,1
142,data/ucf101/ApplyLipstick/v_ApplyLipstick_g17_c03.avi,ApplyLipstick,1
143,data/ucf101/ApplyLipstick/v_ApplyLipstick_g17_c04.avi,ApplyLipstick,1
144,data/ucf101/ApplyLipstick/v_ApplyLipstick_g17_c05.avi,ApplyLipstick,1
145,data/ucf101/ApplyLipstick/v_ApplyLipstick_g18_c01.avi,ApplyLipstick,1
146,data/ucf101/ApplyLipstick/v_ApplyLipstick_g18_c02.avi,ApplyLipstick,1
147,data/ucf101/ApplyLipstick/v_ApplyLipstick_g18_c03.avi,ApplyLipstick,1
148,data/ucf101/ApplyLipstick/v_ApplyLipstick_g18_c04.avi,ApplyLipstick,1
149,data/ucf101/ApplyLipstick/v_ApplyLipstick_g19_c01.avi,ApplyLipstick,1
150,data/ucf101/ApplyLipstick/v_ApplyLipstick_g19_c02.avi,ApplyLipstick,1
151,data/ucf101/ApplyLipstick/v_ApplyLipstick_g19_c03.avi,ApplyLipstick,1
152,data/ucf101/ApplyLipstick/v_ApplyLipstick_g19_c04.avi,ApplyLipstick,1
153,data/ucf101/ApplyLipstick/v_ApplyLipstick_g20_c01.avi,ApplyLipstick,1
154,data/ucf101/ApplyLipstick/v_ApplyLipstick_g20_c02.avi,ApplyLipstick,1
155,data/ucf101/ApplyLipstick/v_ApplyLipstick_g20_c03.avi,ApplyLipstick,1
156,data/ucf101/ApplyLipstick/v_ApplyLipstick_g20_c04.avi,ApplyLipstick,1
157,data/ucf101/ApplyLipstick/v_ApplyLipstick_g20_c05.avi,ApplyLipstick,1
158,data/ucf101/ApplyLipstick/v_ApplyLipstick_g21_c01.avi,ApplyLipstick,1
159,data/ucf101/ApplyLipstick/v_ApplyLipstick_g21_c02.avi,ApplyLipstick,1
160,data/ucf101/ApplyLipstick/v_ApplyLipstick_g21_c03.avi,ApplyLipstick,1
161,data/ucf101/ApplyLipstick/v_ApplyLipstick_g21_c04.avi,ApplyLipstick,1
162,data/ucf101/ApplyLipstick/v_ApplyLipstick_g21_c05.avi,ApplyLipstick,1
163,data/ucf101/ApplyLipstick/v_ApplyLipstick_g22_c01.avi,ApplyLipstick,1
164,data/ucf101/ApplyLipstick/v_ApplyLipstick_g22_c02.avi,ApplyLipstick,1
165,data/ucf101/ApplyLipstick/v_ApplyLipstick_g22_c03.avi,ApplyLipstick,1
166,data/ucf101/ApplyLipstick/v_ApplyLipstick_g22_c04.avi,ApplyLipstick,1
167,data/ucf101/ApplyLipstick/v_ApplyLipstick_g22_c05.avi,ApplyLipstick,1
168,data/ucf101/ApplyLipstick/v_ApplyLipstick_g22_c06.avi,ApplyLipstick,1
169,data/ucf101/ApplyLipstick/v_ApplyLipstick_g22_c07.avi,ApplyLipstick,1
170,data/ucf101/ApplyLipstick/v_ApplyLipstick_g23_c01.avi,ApplyLipstick,1
171,data/ucf101/ApplyLipstick/v_ApplyLipstick_g23_c02.avi,ApplyLipstick,1
172,data/ucf101/ApplyLipstick/v_ApplyLipstick_g23_c03.avi,ApplyLipstick,1
173,data/ucf101/ApplyLipstick/v_ApplyLipstick_g23_c04.avi,ApplyLipstick,1
174,data/ucf101/ApplyLipstick/v_ApplyLipstick_g24_c01.avi,ApplyLipstick,1
175,data/ucf101/ApplyLipstick/v_ApplyLipstick_g24_c02.avi,ApplyLipstick,1
176,data/ucf101/ApplyLipstick/v_ApplyLipstick_g24_c03.avi,ApplyLipstick,1
177,data/ucf101/ApplyLipstick/v_ApplyLipstick_g24_c04.avi,ApplyLipstick,1
178,data/ucf101/ApplyLipstick/v_ApplyLipstick_g24_c05.avi,ApplyLipstick,1
179,data/ucf101/ApplyLipstick/v_ApplyLipstick_g25_c01.avi,ApplyLipstick,1
180,data/ucf101/ApplyLipstick/v_ApplyLipstick_g25_c02.avi,ApplyLipstick,1
181,data/ucf101/ApplyLipstick/v_ApplyLipstick_g25_c03.avi,ApplyLipstick,1
182,data/ucf101/ApplyLipstick/v_ApplyLipstick_g25_c04.avi,ApplyLipstick,1
183,data/ucf101/Archery/v_Archery_g08_c01.avi,Archery,2
184,data/ucf101/Archery/v_Archery_g08_c02.avi,Archery,2
185,data/ucf101/Archery/v_Archery_g08_c03.avi,Archery,2
186,data/ucf101/Archery/v_Archery_g08_c04.avi,Archery,2
187,data/ucf101/Archery/v_Archery_g08_c05.avi,Archery,2
188,data/ucf101/Archery/v_Archery_g09_c01.avi,Archery,2
189,data/ucf101/Archery/v_Archery_g09_c02.avi,Archery,2
190,data/ucf101/Archery/v_Archery_g09_c03.avi,Archery,2
191,data/ucf101/Archery/v_Archery_g09_c04.avi,Archery,2
192,data/ucf101/Archery/v_Archery_g09_c05.avi,Archery,2
193,data/ucf101/Archery/v_Archery_g09_c06.avi,Archery,2
194,data/ucf101/Archery/v_Archery_g09_c07.avi,Archery,2
195,data/ucf101/Archery/v_Archery_g10_c01.avi,Archery,2
196,data/ucf101/Archery/v_Archery_g10_c02.avi,Archery,2
197,data/ucf101/Archery/v_Archery_g10_c03.avi,Archery,2
198,data/ucf101/Archery/v_Archery_g10_c04.avi,Archery,2
199,data/ucf101/Archery/v_Archery_g10_c05.avi,Archery,2
200,data/ucf101/Archery/v_Archery_g10_c06.avi,Archery,2
201,data/ucf101/Archery/v_Archery_g10_c07.avi,Archery,2
202,data/ucf101/Archery/v_Archery_g11_c01.avi,Archery,2
203,data/ucf101/Archery/v_Archery_g11_c02.avi,Archery,2
204,data/ucf101/Archery/v_Archery_g11_c03.avi,Archery,2
205,data/ucf101/Archery/v_Archery_g11_c04.avi,Archery,2
206,data/ucf101/Archery/v_Archery_g11_c05.avi,Archery,2
207,data/ucf101/Archery/v_Archery_g11_c06.avi,Archery,2
208,data/ucf101/Archery/v_Archery_g11_c07.avi,Archery,2
209,data/ucf101/Archery/v_Archery_g12_c01.avi,Archery,2
210,data/ucf101/Archery/v_Archery_g12_c02.avi,Archery,2
211,data/ucf101/Archery/v_Archery_g12_c03.avi,Archery,2
212,data/ucf101/Archery/v_Archery_g12_c04.avi,Archery,2
213,data/ucf101/Archery/v_Archery_g13_c01.avi,Archery,2
214,data/ucf101/Archery/v_Archery_g13_c02.avi,Archery,2
215,data/ucf101/Archery/v_Archery_g13_c03.avi,Archery,2
216,data/ucf101/Archery/v_Archery_g13_c04.avi,Archery,2
217,data/ucf101/Archery/v_Archery_g13_c05.avi,Archery,2
218,data/ucf101/Archery/v_Archery_g13_c06.avi,Archery,2
219,data/ucf101/Archery/v_Archery_g13_c07.avi,Archery,2
220,data/ucf101/Archery/v_Archery_g14_c01.avi,Archery,2
221,data/ucf101/Archery/v_Archery_g14_c02.avi,Archery,2
222,data/ucf101/Archery/v_Archery_g14_c03.avi,Archery,2
223,data/ucf101/Archery/v_Archery_g14_c04.avi,Archery,2
224,data/ucf101/Archery/v_Archery_g15_c01.avi,Archery,2
225,data/ucf101/Archery/v_Archery_g15_c02.avi,Archery,2
226,data/ucf101/Archery/v_Archery_g15_c03.avi,Archery,2
227,data/ucf101/Archery/v_Archery_g15_c04.avi,Archery,2
228,data/ucf101/Archery/v_Archery_g15_c05.avi,Archery,2
229,data/ucf101/Archery/v_Archery_g15_c06.avi,Archery,2
230,data/ucf101/Archery/v_Archery_g15_c07.avi,Archery,2
231,data/ucf101/Archery/v_Archery_g16_c01.avi,Archery,2
232,data/ucf101/Archery/v_Archery_g16_c02.avi,Archery,2
233,data/ucf101/Archery/v_Archery_g16_c03.avi,Archery,2
234,data/ucf101/Archery/v_Archery_g16_c04.avi,Archery,2
235,data/ucf101/Archery/v_Archery_g16_c05.avi,Archery,2
236,data/ucf101/Archery/v_Archery_g17_c01.avi,Archery,2
237,data/ucf101/Archery/v_Archery_g17_c02.avi,Archery,2
238,data/ucf101/Archery/v_Archery_g17_c03.avi,Archery,2
239,data/ucf101/Archery/v_Archery_g17_c04.avi,Archery,2
240,data/ucf101/Archery/v_Archery_g18_c01.avi,Archery,2
241,data/ucf101/Archery/v_Archery_g18_c02.avi,Archery,2
242,data/ucf101/Archery/v_Archery_g18_c03.avi,Archery,2
243,data/ucf101/Archery/v_Archery_g18_c04.avi,Archery,2
244,data/ucf101/Archery/v_Archery_g18_c05.avi,Archery,2
245,data/ucf101/Archery/v_Archery_g18_c06.avi,Archery,2
246,data/ucf101/Archery/v_Archery_g18_c07.avi,Archery,2
247,data/ucf101/Archery/v_Archery_g19_c01.avi,Archery,2
248,data/ucf101/Archery/v_Archery_g19_c02.avi,Archery,2
249,data/ucf101/Archery/v_Archery_g19_c03.avi,Archery,2
250,data/ucf101/Archery/v_Archery_g19_c04.avi,Archery,2
251,data/ucf101/Archery/v_Archery_g20_c01.avi,Archery,2
252,data/ucf101/Archery/v_Archery_g20_c02.avi,Archery,2
253,data/ucf101/Archery/v_Archery_g20_c03.avi,Archery,2
254,data/ucf101/Archery/v_Archery_g20_c04.avi,Archery,2
255,data/ucf101/Archery/v_Archery_g20_c05.avi,Archery,2
256,data/ucf101/Archery/v_Archery_g20_c06.avi,Archery,2
257,data/ucf101/Archery/v_Archery_g20_c07.avi,Archery,2
258,data/ucf101/Archery/v_Archery_g21_c01.avi,Archery,2
259,data/ucf101/Archery/v_Archery_g21_c02.avi,Archery,2
260,data/ucf101/Archery/v_Archery_g21_c03.avi,Archery,2
261,data/ucf101/Archery/v_Archery_g21_c04.avi,Archery,2
262,data/ucf101/Archery/v_Archery_g22_c01.avi,Archery,2
263,data/ucf101/Archery/v_Archery_g22_c02.avi,Archery,2
264,data/ucf101/Archery/v_Archery_g22_c03.avi,Archery,2
265,data/ucf101/Archery/v_Archery_g22_c04.avi,Archery,2
266,data/ucf101/Archery/v_Archery_g22_c05.avi,Archery,2
267,data/ucf101/Archery/v_Archery_g23_c01.avi,Archery,2
268,data/ucf101/Archery/v_Archery_g23_c02.avi,Archery,2
269,data/ucf101/Archery/v_Archery_g23_c03.avi,Archery,2
270,data/ucf101/Archery/v_Archery_g23_c04.avi,Archery,2
271,data/ucf101/Archery/v_Archery_g23_c05.avi,Archery,2
272,data/ucf101/Archery/v_Archery_g23_c06.avi,Archery,2
273,data/ucf101/Archery/v_Archery_g23_c07.avi,Archery,2
274,data/ucf101/Archery/v_Archery_g24_c01.avi,Archery,2
275,data/ucf101/Archery/v_Archery_g24_c02.avi,Archery,2
276,data/ucf101/Archery/v_Archery_g24_c03.avi,Archery,2
277,data/ucf101/Archery/v_Archery_g24_c04.avi,Archery,2
278,data/ucf101/Archery/v_Archery_g24_c05.avi,Archery,2
279,data/ucf101/Archery/v_Archery_g24_c06.avi,Archery,2
280,data/ucf101/Archery/v_Archery_g25_c01.avi,Archery,2
281,data/ucf101/Archery/v_Archery_g25_c02.avi,Archery,2
282,data/ucf101/Archery/v_Archery_g25_c03.avi,Archery,2
283,data/ucf101/Archery/v_Archery_g25_c04.avi,Archery,2
284,data/ucf101/Archery/v_Archery_g25_c05.avi,Archery,2
285,data/ucf101/Archery/v_Archery_g25_c06.avi,Archery,2
286,data/ucf101/Archery/v_Archery_g25_c07.avi,Archery,2
287,data/ucf101/BabyCrawling/v_BabyCrawling_g08_c01.avi,BabyCrawling,3
288,data/ucf101/BabyCrawling/v_BabyCrawling_g08_c02.avi,BabyCrawling,3
289,data/ucf101/BabyCrawling/v_BabyCrawling_g08_c03.avi,BabyCrawling,3
290,data/ucf101/BabyCrawling/v_BabyCrawling_g08_c04.avi,BabyCrawling,3
291,data/ucf101/BabyCrawling/v_BabyCrawling_g09_c01.avi,BabyCrawling,3
292,data/ucf101/BabyCrawling/v_BabyCrawling_g09_c02.avi,BabyCrawling,3
293,data/ucf101/BabyCrawling/v_BabyCrawling_g09_c03.avi,BabyCrawling,3
294,data/ucf101/BabyCrawling/v_BabyCrawling_g09_c04.avi,BabyCrawling,3
295,data/ucf101/BabyCrawling/v_BabyCrawling_g09_c05.avi,BabyCrawling,3
296,data/ucf101/BabyCrawling/v_BabyCrawling_g09_c06.avi,BabyCrawling,3
297,data/ucf101/BabyCrawling/v_BabyCrawling_g10_c01.avi,BabyCrawling,3
298,data/ucf101/BabyCrawling/v_BabyCrawling_g10_c02.avi,BabyCrawling,3
